GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,median housing price
20177,"Shawnee County, Kansas","178,264","86,419","91,845","11,120","23,193","22,393","19,539","9,481","13,235",38.4,"23,814","128,904","12,913",511,"2,318","80,838",55499,74908,45984,103808,43818,61348,32446,65494,70265,41704,76863,35876,242,8.3,30.1,41.2,35.2,29.1,87197,2.9,154700
20209,"Wyandotte County, Kansas","167,046","84,909","82,137","11,508","22,894","22,782","18,496","10,548","9,136",34.7,"51,370","65,074","31,638",486,"8,911","68,630",55605,62538,42584,82286,53124,65866,25328,65969,61735,41467,66241,34772,154,8.7,24.8,21.2,18.5,22.8,81732,6.3,148400
21015,"Boone County, Kentucky","137,412","68,570","68,842","8,022","17,918","19,155","17,669","8,956","8,767",37.9,"6,410","115,969","2,625",526,"3,591","52,367",83877,50728,67002,125038,69997,84444,59867,89414,104474,50860,100170,48757,520,13.7,38.0,42.3,36.1,18.5,74444,3.8,231000
21037,"Campbell County, Kentucky","93,050","45,838","47,212","6,492","13,359","12,744","10,786","6,365","6,477",38.5,"2,204","84,245","1,909",32,652,"41,562",71701,39048,26032,73663,81063,72231,46868,92608,87955,47773,98323,41615,306,26.4,60.3,58.3,31.6,24.2,51283,5.1,218000
21067,"Fayette County, Kentucky","321,793","158,232","163,561","32,100","47,684","42,539","36,833","17,343","19,488",35.3,"24,183","222,809","40,435",828,"12,216","147,590",60942,139303,40481,84748,52997,66152,21766,68142,73476,55943,83918,38505,792,24.3,52.6,51.6,42.0,41.9,177699,5.4,242400
21093,"Hardin County, Kentucky","111,607","56,078","55,529","7,462","15,376","14,553","14,033","6,583","6,867",37.8,"6,838","84,138","12,261",364,"2,318","47,322",61089,42714,48684,64251,89504,62877,56032,69081,76690,44636,74485,44070,307,10.3,17.3,37.4,31.3,19.8,56309,5.7,183200
21111,"Jefferson County, Kentucky","777,874","377,820","400,054","48,241","113,755","100,794","91,891","48,636","53,110",38.5,"50,954","501,873","155,429",871,"21,181","357,900",60561,331104,38988,77579,42043,69629,35110,67188,72748,47931,77940,39705,1451,15.7,44.7,42.2,33.4,30.5,403215,4.9,222500
21117,"Kenton County, Kentucky","169,495","84,869","84,626","9,457","25,176","23,804","19,661","11,226","11,632",38.2,"6,347","146,315","5,474",73,"2,054","72,766",70171,68073,52346,106892,44795,72851,42337,85576,73690,51884,83559,47935,423,24.0,52.9,40.8,30.1,34.8,89972,4.7,215600
21227,"Warren County, Kentucky","137,212","67,213","69,999","14,850","19,245","16,057","14,753","7,938","7,638",32.4,"7,877","104,376","10,307",483,"7,437","57,955",59752,53093,26819,36365,39668,66159,25549,60835,71980,55272,70966,32340,1066,9.7,35.8,34.4,32.6,35.2,71773,4.3,229300
22005,"Ascension Parish, Louisiana","128,369","62,378","65,991","7,688","17,936","19,637","15,070","6,969","7,824",35.8,"8,182","84,147","30,022",456,"2,017","50,897",72662,48129,41855,115756,58957,85133,41689,74801,106277,43825,85632,32498,1061,8.4,26.6,34.6,29.4,19.7,65597,4.4,224600
22033,"East Baton Rouge Parish, Louisiana","453,301","216,595","236,706","44,956","64,508","57,097","46,655","25,423","26,761",34.7,"20,775","193,998","206,536",254,"14,386","205,676",51432,175731,38602,67688,49201,75295,30718,52523,71452,46614,71197,36171,1450,14.3,35.3,41.1,35.6,35.7,223539,9.4,224600
22045,"Iberia Parish, Louisiana","68,975","33,234","35,741","3,776","6,970","9,412","8,221","4,033","5,188",38.7,"3,049","39,920","21,040",21,"1,665","31,048",49447,25440,26899,50974,48186,59206,41442,69911,57889,36258,60427,27481,67,2.5,15.6,11.7,6.9,14.2,28499,10.5,140900
22051,"Jefferson Parish, Louisiana","433,688","209,956","223,732","23,124","58,304","56,756","50,901","26,593","33,300",40.2,"66,206","214,323","110,881",361,"18,391","194,130",56282,179775,40168,66942,55396,63339,29995,57731,67013,45661,70741,34880,635,12.1,34.8,34.9,24.2,24.9,216130,8.0,220300
22055,"Lafayette Parish, Louisiana","244,205","119,953","124,252","17,552","36,362","35,009","27,215","15,810","13,939",36.3,"11,450","154,888","63,670",200,"4,973","110,258",59093,97877,31622,72868,56250,70765,17301,65169,65730,45750,74340,33820,2367,5.6,39.8,40.0,30.8,28.9,123995,5.8,205500
22071,"Orleans Parish, Louisiana","376,971","178,394","198,577","23,125","59,462","56,973","43,684","23,936","24,825",38.3,"21,487","115,850","214,643",141,"10,146","194,701",46942,158827,30292,82313,60358,83727,20607,50734,56164,36658,68102,33243,716,16.3,47.1,52.5,36.7,33.2,185959,9.4,279100
22103,"St. Tammany Parish, Louisiana","269,388","131,272","138,116","13,518","30,278","36,965","32,671","17,504","19,558",40.6,"16,784","203,063","30,531",870,"2,951","112,404",66582,103543,52849,45528,56484,72346,27275,70659,84598,50311,81191,40721,1956,5.0,38.7,37.5,42.8,37.4,132027,6.8,259800
23001,"Androscoggin County, Maine","111,034","54,544","56,490","7,426","14,286","13,378","13,687","9,298","6,772",40.8,"2,298","97,179","4,261",0,"1,000","50,141",62958,46323,44150,34071,63736,63988,36973,73239,73082,41317,78238,39052,178,4.8,31.9,34.8,19.5,20.4,58088,4.8,219800
23005,"Cumberland County, Maine","305,231","148,495","156,736","18,173","40,458","42,623","38,261","21,360","22,582",41.8,"7,115","263,039","9,853",394,"7,047","151,454",80982,129977,30888,60162,83662,82346,59372,93035,94562,56124,108125,48101,1224,14.1,58.9,60.9,48.1,47.0,171912,3.9,389300
23031,"York County, Maine","214,591","105,700","108,891","10,734","26,688","26,019","26,864","17,705","17,074",45.3,"4,384","191,441","2,086",211,"2,651","113,468",73875,90907,70404,132519,66402,74239,67715,89539,90658,50519,90182,43425,1252,8.7,32.1,37.4,36.6,34.1,115072,5.3,334600
24003,"Anne Arundel County, Maryland","590,336","293,619","296,717","37,480","81,907","83,242","74,108","38,224","40,280",38.4,"52,841","376,013","103,870",329,"24,016","235,192",107823,225064,93438,96875,78230,118502,61180,112699,129673,78507,125459,71921,1405,20.8,42.8,50.3,42.3,38.4,327600,4.6,418200
24005,"Baltimore County, Maryland","849,316","403,781","445,535","51,301","110,608","109,586","102,718","54,631","60,129",39.9,"52,983","452,480","250,444",966,"52,750","350,960",80453,332529,68813,96907,71565,89217,29870,86589,99326,57089,101657,50256,886,14.6,38.5,44.7,40.6,38.3,450403,5.8,313800
24009,"Calvert County, Maryland","93,928","47,339","46,589","4,633","10,455","12,019","12,964","7,063","6,353",40.5,"4,495","67,424","10,818",43,"2,201","36,046",122266,33994,82588,153325,182412,126919,66982,135512,146392,78971,140970,62653,237,11.6,31.7,37.1,34.9,33.4,49842,2.3,411700
24013,"Carroll County, Maryland","173,873","87,019","86,854","9,803","19,645","22,141","22,766","13,722","12,921",41.3,"7,427","149,883","6,069",191,"4,584","66,207",102476,64161,108095,91327,82736,104066,50525,120912,130494,65579,121321,51339,481,13.4,46.8,50.3,39.1,29.2,95287,2.6,391100
24015,"Cecil County, Maryland","103,905","52,256","51,649","5,959","12,734","13,019","13,874","8,384","7,583",41.3,"5,080","85,075","6,864",116,"1,290","44,115",75692,41000,52873,28787,63849,81663,83116,92294,88795,48627,84851,49572,349,20.0,38.6,27.6,26.3,16.3,51662,6.7,305200
24017,"Charles County, Maryland","168,698","82,291","86,407","10,000","21,775","22,380","24,182","14,487","9,979",39.0,"11,889","57,824","80,133",440,"5,762","62,932",105493,59481,116452,69942,101302,98365,91512,104632,120322,70298,121376,54805,931,10.4,29.8,42.2,34.1,24.8,91102,5.3,371000
24021,"Frederick County, Maryland","279,835","137,790","142,045","15,503","34,297","40,284","37,510","18,695","19,279",38.8,"31,695","190,212","23,574",731,"14,397","106,408",104780,103685,73492,142143,71337,112166,57172,111020,127494,72454,125767,60868,2144,17.5,49.0,50.0,44.7,36.9,154926,4.3,399700
24025,"Harford County, Maryland","262,977","130,301","132,676","16,162","32,066","34,873","33,631","19,281","18,726",39.6,"13,344","191,595","35,334",63,"8,291","104,498",96328,101196,72331,127866,77976,99938,60697,106756,105401,71339,112614,53532,552,16.4,37.1,51.2,32.4,36.6,143889,3.8,333900
24027,"Howard County, Maryland","334,529","164,424","170,105","18,868","39,706","48,751","46,104","22,779","21,145",39.9,"25,589","159,429","67,713",429,"66,297","124,255",133267,120546,103477,153194,101511,146031,53300,128442,162729,102831,152247,77421,882,24.3,64.6,70.2,66.5,55.6,180285,3.5,529300
24031,"Montgomery County, Maryland","1,054,827","513,427","541,400","58,029","127,604","147,207","143,226","69,640","70,040",40.0,"211,512","426,617","195,546","1,254","162,655","405,755",112854,388396,83194,123183,86302,142695,46720,112362,135020,92882,139174,72305,793,24.7,58.0,63.1,61.7,59.8,585827,6.1,572600
24033,"Prince George's County, Maryland","955,306","461,200","494,106","62,115","133,751","129,772","125,317","62,521","66,332",38.4,"194,430","110,928","567,267","1,966","36,095","362,390",90182,346127,87764,105242,86888,104263,50245,84825,109441,72947,104899,60655,1458,12.1,39.7,37.7,33.6,29.6,524632,7.8,378800
24037,"St. Mary's County, Maryland","114,468","57,096","57,372","8,194","15,647","15,366","14,393","9,605","6,356",37.2,"6,531","80,167","15,788",64,"3,165","46,204",108397,42078,70348,104664,114708,112139,49226,121440,135081,58986,127098,71363,353,15.1,37.8,47.6,38.0,18.7,62511,6.5,356400
24043,"Washington County, Maryland","154,937","78,378","76,559","8,972","19,649","20,888","19,768","9,724","11,170",40.7,"10,068","116,548","16,116",339,"3,186","63,931",65367,60215,36599,65659,51820,69595,16176,72023,78134,51407,85355,37005,330,6.4,24.3,31.8,18.9,19.4,69747,4.1,246500
24510,"Baltimore city, Maryland","576,498","270,543","305,955","38,623","105,520","79,387","61,882","36,718","37,060",36.1,"34,810","154,743","342,151",468,"14,262","293,487",54652,254370,42825,55910,62500,84106,32486,64265,57402,35757,68178,42065,191,19.2,48.4,44.6,31.7,27.8,294220,7.9,193100
25001,"Barnstable County, Massachusetts","232,411","111,231","121,180","10,456","22,650","20,764","25,913","15,780","24,290",54.6,"8,438","195,411","7,134",770,"4,062","165,542",83537,104733,71132,92170,85361,84745,42522,82518,115642,67050,110803,46743,646,21.0,46.0,41.8,44.0,49.8,121455,6.0,500800
25003,"Berkshire County, Massachusetts","128,657","61,990","66,667","7,451","13,221","14,531","15,823","10,265","10,648",47.8,"7,074","110,258","3,616",165,"1,616","69,985",60749,57765,40881,63621,78060,60829,26683,63833,77932,46966,82500,31986,116,7.5,36.6,37.8,37.7,40.2,68042,6.9,260000
25005,"Bristol County, Massachusetts","580,164","282,541","297,623","35,931","74,162","75,050","76,767","42,205","40,616",41.3,"54,131","446,149","17,709",579,"12,480","244,229",73102,233531,76752,104286,45872,78907,52831,84166,91660,45893,95399,38680,755,14.6,35.6,35.9,27.2,23.8,309678,7.0,391300
25009,"Essex County, Massachusetts","807,074","391,685","415,389","49,999","101,738","102,126","102,917","60,340","55,554",40.9,"187,779","528,036","26,596",300,"27,348","328,553",87433,309972,77350,144318,53393,100026,72948,97719,102525,58950,107468,47932,508,13.7,47.5,46.0,40.6,37.5,446411,6.7,529400
25013,"Hampden County, Massachusetts","462,718","223,787","238,931","31,850","59,990","58,643","55,474","32,669","30,907",39.9,"126,496","273,093","34,931",134,"11,827","197,311",61747,184544,49755,60901,29752,73469,41827,66756,73540,42280,77784,36281,259,13.5,31.9,35.3,29.2,29.1,219097,8.1,259100
25017,"Middlesex County, Massachusetts","1,614,742","797,419","817,323","108,485","243,229","223,996","206,589","108,702","104,216",38.9,"139,229","1,071,248","75,800",595,"212,135","663,629",112764,632831,75181,141891,76788,117647,62477,131598,138283,66195,145784,68260,1279,24.8,73.7,67.7,54.9,43.5,931674,5.2,640500
25021,"Norfolk County, Massachusetts","724,505","351,745","372,760","44,611","93,672","96,442","95,227","51,918","49,523",40.6,"39,630","509,498","48,577",553,"89,935","293,466",115357,280067,86335,116963,107413,118951,50146,128996,147210,70608,146764,63441,784,25.7,68.2,67.3,54.7,44.8,405362,7.0,602600
25023,"Plymouth County, Massachusetts","533,003","260,670","272,333","31,362","59,715","64,477","71,082","40,653","40,696",42.7,"23,987","408,625","39,724",459,"8,300","216,253",100082,202084,69026,110570,82070,103577,36534,114074,126610,63851,122782,51803,1169,17.6,44.7,51.2,43.0,35.5,291399,4.9,470500
25025,"Suffolk County, Massachusetts","771,245","372,226","399,019","71,534","169,674","104,867","82,607","42,517","40,694",33.8,"183,526","332,113","134,332",576,"69,447","353,845",78155,315257,57197,61093,47030,104420,38467,102176,80504,38971,90804,63204,65,26.3,71.3,46.9,36.2,31.2,455884,7.9,636800
25027,"Worcester County, Massachusetts","862,029","427,270","434,759","56,310","112,357","110,154","113,803","62,422","62,143",40.0,"110,355","618,291","41,693",632,"43,216","353,841",84952,333435,77561,103294,55514,89831,46782,89895,107999,52284,106425,45043,1021,13.2,45.9,46.3,39.3,31.8,473465,7.9,365700
26021,"Berrien County, Michigan","153,101","74,817","78,284","8,584","17,881","17,341","18,792","8,379","13,304",42.9,"9,312","112,249","21,564",311,"2,531","77,035",57535,65764,29050,93125,62056,61869,31869,63808,70185,46171,76386,34727,325,7.6,37.9,38.3,30.5,31.2,74589,5.6,194100
26049,"Genesee County, Michigan","404,208","196,043","208,165","24,030","52,452","47,172","50,506","26,696","30,266",40.3,"15,729","285,574","79,300",830,"4,277","183,568",52025,167895,35019,72647,53492,57267,33699,54822,59390,45699,67951,34827,489,6.5,21.2,30.4,25.4,19.3,188082,10.2,157400
26065,"Ingham County, Michigan","284,034","139,430","144,604","33,028","40,290","35,818","27,799","16,239","14,699",33.8,"23,430","192,327","31,634",630,"15,760","125,749",57226,115752,34805,82736,46070,63230,24378,62041,69402,51241,83194,34820,254,11.9,51.7,43.2,39.8,34.5,146673,8.4,166200
26075,"Jackson County, Michigan","160,050","82,064","77,986","8,370","21,166","20,318","19,386","11,105","12,017",40.9,"6,186","131,457","13,061",207,981,"69,209",58254,61937,24196,90580,37679,62430,41345,59827,71421,46799,73737,37420,176,7.9,20.1,24.5,22.4,20.5,73533,4.2,169800
26077,"Kalamazoo County, Michigan","261,108","128,224","132,884","31,468","34,721","31,256","27,565","14,339","15,739",34.7,"14,558","196,205","27,733",278,"6,422","114,518",62128,105642,25084,50594,47294,66697,21486,66149,87903,53012,82216,37165,402,12.3,39.4,47.0,38.6,35.2,138110,5.6,208300
26081,"Kent County, Michigan","658,046","326,936","331,110","43,451","102,827","88,429","74,779","41,729","38,658",36.0,"74,238","468,126","62,486","1,506","19,777","267,046",72021,253092,38489,81864,61689,77916,50277,80653,84576,50373,87729,42673,1398,14.8,49.0,43.6,36.1,32.7,357836,4.8,248300
26091,"Lenawee County, Michigan","98,956","49,879","49,077","5,908","11,397","12,253","12,397","6,937","7,112",42.0,"8,549","83,546","2,183",31,415,"43,692",61257,38963,8546,"250,000+",40315,63652,24159,68218,79840,40392,74604,30355,155,3.9,19.4,27.0,25.6,24.1,45045,5.9,172000
26099,"Macomb County, Michigan","876,792","429,870","446,922","50,958","120,889","106,622","114,831","63,118","63,778",41.2,"25,813","657,719","110,479","1,534","41,187","371,200",67527,358011,49767,82170,67280,70646,41835,71875,85981,46986,84115,41594,1258,11.3,30.3,29.6,27.1,20.1,459006,7.6,210300
26121,"Muskegon County, Michigan","176,511","87,190","89,321","11,087","22,529","22,087","20,053","11,688","12,291",39.8,"10,873","131,714","23,483","1,237",923,"74,867",55462,67707,27965,73505,77561,57691,29366,61447,63899,43088,64841,34527,302,5.2,14.2,21.0,20.9,20.7,79929,7.6,165500
26125,"Oakland County, Michigan","1,270,017","627,151","642,866","73,386","170,646","162,603","169,177","89,400","91,726",41.6,"59,505","874,271","162,971","1,206","100,761","556,954",86523,530383,55762,120502,73334,90139,52773,96651,108808,59952,111734,51687,2042,21.3,57.5,58.4,51.1,38.8,689779,5.6,299800
26139,"Ottawa County, Michigan","299,157","147,819","151,338","26,491","35,971","37,642","32,650","18,208","18,037",36.2,"31,129","244,669","4,945",333,"8,623","116,212",79116,110045,35832,80887,70446,80442,38489,87274,96906,54655,94928,41197,1159,13.8,45.5,45.1,32.6,30.2,158473,3.9,271100
26161,"Washtenaw County, Michigan","369,390","182,937","186,453","45,113","51,776","44,364","41,136","20,495","22,205",34.8,"19,104","252,576","39,893",695,"33,125","157,960",76918,149133,45169,76064,63006,84566,31982,78727,111307,68415,110536,45073,795,23.8,62.0,64.0,55.7,50.2,198581,4.8,333000
26163,"Wayne County, Michigan","1,774,816","859,307","915,509","106,959","256,034","211,774","219,619","111,753","120,217",37.9,"114,620","858,629","654,292","2,590","60,941","791,100",52605,695038,37067,102338,50548,68147,31167,56312,63572,42763,68730,34323,1100,10.7,29.6,31.7,26.5,23.0,824236,10.9,158700
27003,"Anoka County, Minnesota","367,018","184,118","182,900","20,660","46,471","51,509","47,382","25,080","25,725",38.8,"19,384","279,877","30,787","1,469","19,688","139,878",88410,135265,61695,121851,64987,89376,67011,98439,111153,55618,103572,52514,1345,12.9,39.5,35.8,31.7,24.1,202192,4.4,295900
27037,"Dakota County, Minnesota","442,038","219,636","222,402","24,383","56,027","63,292","55,044","29,508","30,388",38.5,"34,494","329,759","33,900",838,"23,144","175,992",93786,170696,75571,111107,64654,94742,44724,103878,113976,60807,116042,53340,1418,13.3,47.4,47.9,45.0,34.1,251469,5.0,333800
27053,"Hennepin County, Minnesota","1,267,416","630,512","636,904","75,564","204,228","185,211","148,283","78,207","79,804",37.4,"90,315","841,042","167,327","3,671","87,912","564,668",84244,532149,46771,95716,76889,93079,43329,97539,102125,59618,118339,54011,2091,19.7,61.5,59.1,50.0,43.7,733769,6.0,349500
27109,"Olmsted County, Minnesota","163,436","79,352","84,084","9,841","21,705","22,911","18,282","10,711","9,919",37.5,"9,043","124,673","12,385",44,"9,540","70,116",83070,65122,45306,96396,62440,87485,41720,93999,100360,61751,109974,46964,470,25.9,54.7,51.5,46.6,40.1,90488,4.4,285500
27123,"Ramsey County, Minnesota","543,257","266,374","276,883","35,932","87,151","73,436","58,079","30,112","33,998",35.8,"42,032","320,295","67,571","1,269","83,069","231,677",70518,218817,43834,76478,52511,79425,40990,73667,89074,56620,93687,49353,222,18.1,48.2,47.9,41.1,42.5,295010,6.1,291600
27137,"St. Louis County, Minnesota","199,182","100,363","98,819","18,188","22,016","23,571","21,180","12,363","15,994",41.3,"3,847","178,662","2,741","3,010","2,426","103,959",64959,85576,67397,67292,81365,64794,43688,75943,76007,46935,84664,38330,288,3.5,35.7,39.9,32.1,30.2,99286,4.5,187900
27139,"Scott County, Minnesota","153,268","76,730","76,538","8,960","18,846","23,013","21,983","9,997","9,274",37.4,"8,862","117,940","8,568",925,"10,054","55,557",106987,55327,47648,99316,87878,112338,64474,108541,131382,62749,115788,64908,536,22.4,42.4,52.3,47.3,34.9,90523,4.0,364600
27145,"Stearns County, Minnesota","158,947","80,239","78,708","16,454","19,136","17,946","16,835","9,373","9,858",34.2,"6,215","130,270","13,469",76,"2,388","66,181",65742,62168,32647,18589,62639,70300,34195,74259,87555,53094,87986,39423,433,6.5,27.1,29.9,28.5,26.7,89841,4.9,233900
27163,"Washington County, Minnesota","272,256","135,691","136,565","15,453","29,930","37,873","35,871","20,423","17,534",40.0,"12,969","214,172","13,873",340,"19,352","107,007",104935,102421,92083,113460,84093,108631,63994,123414,129129,68190,119909,58151,1850,19.4,52.6,62.2,45.4,40.1,148453,3.7,380300
27171,"Wright County, Minnesota","144,845","73,815","71,030","7,354","16,511","20,925","19,615","10,455","7,993",38.6,"4,968","128,346","1,718",260,"1,722","56,065",99964,52260,"250,000+",99006,113371,99293,61052,109539,113387,52519,108136,55991,1416,6.5,39.6,45.3,32.4,24.9,78651,2.1,306400
28121,"Rankin County, Mississippi","158,096","75,987","82,109","9,050","20,221","23,892","20,630","8,247","10,393",39.1,"4,328","112,511","32,891",679,"1,340","64,080",71241,59894,67358,182990,53246,72375,37976,67931,88861,62323,86242,45236,345,11.5,34.8,40.2,31.9,33.2,80130,2.7,199900
29047,"Clay County, Missouri","255,518","126,698","128,820","13,758","36,517","37,500","32,173","15,194","16,263",37.5,"19,046","197,967","18,562",379,"5,538","106,652",74728,100737,42912,96947,52265,77274,41339,83149,84234,54043,89873,42297,310,14.4,39.7,42.1,32.8,28.4,142574,5.8,237600
29051,"Cole County, Missouri","77,205","38,744","38,461","4,462","10,340","10,628","8,889","4,875","5,117",39.4,"2,440","60,902","6,837",395,"1,247","33,403",63326,29522,38108,114363,78250,64456,63014,65913,71796,47028,78972,40531,189,10.3,33.2,39.0,36.1,30.8,38856,1.6,188600
29077,"Greene County, Missouri","300,865","147,266","153,599","30,311","41,694","36,875","33,752","17,722","17,293",36.5,"12,743","257,619","4,673",770,"5,808","137,838",53127,130986,39701,50070,63648,53246,26868,56679,72440,45051,71681,31744,838,21.7,34.6,38.6,34.2,30.3,157030,3.7,187600
29095,"Jackson County, Missouri","716,862","348,277","368,585","45,120","109,707","95,387","81,754","41,854","49,232",37.0,"69,811","436,334","161,863",861,"12,312","333,685",63459,302965,40903,81880,49360,74968,38551,68221,74950,48147,81626,41507,2301,14.3,42.1,37.0,31.9,26.1,379493,5.3,201500
29165,"Platte County, Missouri","108,569","53,490","55,079","6,004","13,674","16,140","14,311","6,861","6,787",38.8,"7,380","83,541","7,276",264,"2,650","46,130",85157,43201,44436,114375,133109,86102,36527,87676,99287,67580,98326,46297,375,12.0,52.5,45.4,51.0,38.8,61295,5.5,288200
29183,"St. Charles County, Missouri","409,981","202,170","207,811","24,015","51,173","57,939","51,157","28,682","27,593",39.7,"14,838","345,185","14,097",540,"12,194","164,527",91601,157907,78709,82156,80618,92160,49340,100314,116465,59801,110211,48467,1745,13.7,55.2,51.8,41.6,26.3,229526,3.9,278300
29189,"St. Louis County, Missouri","997,187","476,491","520,696","58,271","126,289","127,066","117,110","64,394","71,998",40.3,"31,409","611,233","238,912",392,"45,598","445,389",72378,412833,45294,97309,54083,84279,35158,77181,90133,54928,94421,41993,925,20.3,49.4,53.3,46.7,39.4,514858,5.1,245200
29510,"St. Louis city, Missouri","293,310","143,041","150,269","17,812","58,546","42,272","31,960","18,118","19,380",36.8,"13,028","131,121","128,007",265,"10,064","173,493",49965,139736,31096,50136,52276,65111,24583,58544,50724,38460,63402,37063,146,26.4,51.1,44.4,31.7,29.0,158800,6.3,170800
31055,"Douglas County, Nebraska","585,008","290,471","294,537","37,869","86,487","82,340","66,624","35,275","32,782",35.5,"79,017","391,333","59,591","1,542","23,231","248,372",69290,236106,41350,83547,55601,76456,37505,74869,85171,51719,96354,40962,1853,15.6,45.6,46.8,38.8,33.3,318232,3.6,229000
31109,"Lancaster County, Nebraska","324,514","164,032","160,482","36,671","43,483","41,447","34,164","16,981","18,830",34.2,"25,343","256,856","12,352","1,038","10,581","137,705",64980,131417,55332,72433,56807,66990,35833,72281,81752,61359,90574,40362,1319,22.4,49.1,50.2,39.6,37.8,184712,2.8,237500
31153,"Sarpy County, Nebraska","193,418","96,955","96,463","11,470","26,662","29,929","23,583","11,117","10,584",36.1,"21,213","150,721","7,857",371,"4,487","74,989",87979,72428,74006,60237,65905,91484,53685,92347,108496,61901,107704,47975,1320,16.8,47.9,47.5,45.7,29.1,106641,1.8,257100
32003,"Clark County, Nevada","2,292,476","1,147,700","1,144,776","135,149","334,564","324,588","297,580","137,772","137,833",38.1,"741,303","887,027","257,839","7,966","229,578","934,911",63677,854289,41931,72287,60354,71226,39988,64381,75381,50148,74829,41240,12156,7.4,27.4,29.4,26.6,26.6,1163306,11.0,365800
32031,"Washoe County, Nevada","493,392","250,281","243,111","31,638","74,053","65,071","58,736","32,262","31,320",38.8,"127,763","291,015","12,316","2,840","27,106","212,916",76220,198018,41021,81030,70096,80947,42135,81032,92593,59395,93097,50645,2692,12.6,34.4,37.5,31.4,36.5,262374,5.1,459400
33011,"Hillsborough County, New Hampshire","424,079","212,641","211,438","25,330","59,377","54,724","55,761","28,933","33,784",41.0,"33,479","343,029","8,269",198,"18,437","176,649",91627,167899,81609,118208,68070,92423,56382,100306,109664,62282,108563,56079,683,16.2,45.0,44.4,40.3,37.9,246844,3.6,361000
33015,"Rockingham County, New Hampshire","316,947","157,144","159,803","16,615","38,358","38,732","43,368","26,066","26,864",44.5,"11,490","281,602","2,219",21,"7,398","136,738",104664,127882,171093,104850,85067,104640,62277,123529,119523,67455,124626,61796,716,19.9,48.9,54.2,43.4,41.3,184940,4.0,427000
33017,"Strafford County, New Hampshire","132,416","65,537","66,879","13,964","18,343","15,095","16,156","9,431","8,571",37.7,"3,970","115,282","2,110",193,"1,693","56,188",95733,52067,140470,86722,101858,95716,49002,104770,112471,67220,113506,50431,299,11.5,52.3,54.5,33.6,38.2,76343,3.3,315400
34001,"Atlantic County, New Jersey","274,966","133,842","141,124","17,528","31,917","33,144","33,637","19,439","22,434",42.2,"54,734","149,851","35,777",198,"21,070","132,214",66388,112299,42254,75020,41615,78826,53865,75764,75830,56599,87590,41085,556,17.5,36.8,36.5,30.4,29.8,139060,10.3,254200
34003,"Bergen County, New Jersey","953,819","467,705","486,114","54,499","109,036","128,344","133,102","67,644","69,007",42.2,"210,287","500,079","51,140",989,"161,674","369,201",105171,352030,95168,127098,81641,110654,38059,113955,126337,75249,130460,54692,1682,28.6,59.5,62.7,52.2,43.0,524412,8.3,548200
34005,"Burlington County, New Jersey","464,269","229,737","234,532","28,158","58,590","60,089","61,243","34,479","34,781",41.8,"42,839","293,708","76,112",200,"25,144","186,150",94397,175859,81214,113200,75924,99115,36268,95451,124528,66959,113306,55535,1027,23.6,53.7,47.4,43.0,32.8,251326,6.8,291600
34007,"Camden County, New Jersey","523,771","254,472","269,299","30,655","72,255","70,054","65,911","35,380","34,377",38.6,"96,875","280,408","91,878",210,"31,243","213,475",78347,201158,62082,118529,51800,89748,45380,84738,98870,53380,99270,46482,273,17.9,40.9,44.1,33.2,30.0,274565,8.6,240400
