GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS,median housing price
21059,"Daviess County, Kentucky","98,218","46,896","51,322","5,953","12,171","11,249","13,880","7,592","5,330",39.8,"2,656","88,088","4,651",141,806,"42,005",47252,38210,30900,102846,31479,49200,47464,47217,56718,36129,59151,27280,236.0,112400
21067,"Fayette County, Kentucky","308,428","150,932","157,496","32,811","48,428","40,788","39,706","18,878","15,810",34.2,"21,202","223,607","45,531",841,"11,551","137,908",47535,125138,28537,50745,39654,53918,21499,52045,57785,42673,66148,30763,676.0,170600
21093,"Hardin County, Kentucky","108,191","54,174","54,017","8,634","14,263","14,093","15,382","6,499","5,977",35.6,"6,021","82,648","13,122",262,"2,110","45,257",48035,41187,58944,39740,31058,47630,27193,49757,55360,34024,61489,28236,272.0,142200
21111,"Jefferson County, Kentucky","756,832","365,403","391,429","50,670","108,112","96,915","104,623","52,893","46,912",38.3,"35,643","527,125","156,022",588,"17,557","339,177",47488,309533,27427,53371,32674,53830,23732,49474,58551,38047,62042,30005,943.0,151600
21227,"Warren County, Kentucky","118,370","57,892","60,478","12,552","17,683","14,386","14,945","7,173","5,460",32.8,"5,942","95,656","11,040",511,"3,150","49,178",48783,45541,32415,71206,37500,50213,16669,53178,60045,39608,60846,30282,378.0,139500
22015,"Bossier Parish, Louisiana","123,823","60,059","63,764","9,661","20,018","16,446","14,646","7,790","5,913",33.7,"7,790","84,638","26,408",852,"2,013","52,577",51796,47151,30139,53457,52445,59085,37793,58624,60288,32547,66388,29245,869.0,150500
22019,"Calcasieu Parish, Louisiana","195,296","94,732","100,564","14,388","26,496","22,982","27,274","13,361","10,971",36.5,"5,682","134,554","47,780",232,"2,265","84,302",42625,76601,25008,51839,46750,50370,17310,50946,49791,31231,52165,25658,671.0,114900
22033,"East Baton Rouge Parish, Louisiana","445,227","214,052","231,175","49,528","68,280","50,389","53,984","30,525","22,372",33.0,"17,368","204,522","201,660",801,"14,236","189,859",48463,168824,35590,50467,48735,69920,15291,52033,62836,42704,62498,33345,1032.0,165900
22051,"Jefferson Parish, Louisiana","434,767","211,582","223,185","27,994","64,503","53,662","61,390","30,835","28,017",38.9,"58,359","237,194","114,006","1,471","18,295","188,740",46576,167442,29195,53344,45413,56201,26414,45628,56467,36894,60216,30603,244.0,170900
22055,"Lafayette Parish, Louisiana","230,845","113,177","117,668","19,942","37,582","28,907","31,098","14,826","12,371",33.8,"9,883","153,957","59,293",596,"2,843","95,867",57949,88453,32492,81145,63753,68093,22078,63671,69589,36054,73790,30372,1229.0,163300
22071,"Orleans Parish, Louisiana","378,715","181,823","196,892","29,509","69,036","47,596","50,212","24,983","23,780",35.4,"20,849","116,889","223,161",436,"11,410","191,565",36631,158354,25102,39852,45371,60553,19121,42219,37900,27063,48552,26270,736.0,183100
22073,"Ouachita Parish, Louisiana","156,220","75,025","81,195","12,432","21,877","19,078","19,614","10,783","7,456",34.7,"3,322","91,488","57,919",536,"1,797","65,496",40473,56477,22440,99861,49468,52018,16392,41933,42290,32106,51751,20665,454.0,130300
22103,"St. Tammany Parish, Louisiana","242,333","117,418","124,915","13,322","28,415","30,653","35,890","17,639","15,313",39.6,"12,515","192,401","29,246","1,036","3,254","97,369",61280,88248,34900,37927,71054,64866,35378,62070,72558,38949,72478,31569,1191.0,189600
22109,"Terrebonne Parish, Louisiana","112,749","55,518","57,231","8,590","16,597","12,620","16,093","6,932","7,088",35.1,"5,096","76,810","21,621","5,471","1,260","44,179",55148,38949,37097,45925,54357,60481,37111,60828,61461,29447,60141,31792,256.0,136400
23005,"Cumberland County, Maine","285,456","138,952","146,504","18,500","35,867","36,396","43,903","21,277","19,489",42.0,"5,407","259,787","7,787",606,"6,060","139,159",54780,116017,16718,40759,24385,56284,49274,61373,69346,41676,74592,31684,753.0,239800
24003,"Anne Arundel County, Maryland","555,743","275,672","280,071","37,770","77,525","73,504","85,191","37,648","32,193",38.5,"38,330","392,957","87,217",764,"20,030","217,018",86230,201695,70670,64358,73424,91141,57008,86047,104239,53472,97631,53788,1404.0,329300
24005,"Baltimore County, Maryland","823,015","390,179","432,836","55,426","113,766","100,961","116,074","56,747","51,374",39.0,"39,234","497,079","219,803","2,117","44,301","335,896",64795,313837,58131,75607,45421,68112,32492,70084,79439,43867,78039,42049,714.0,236800
24009,"Calvert County, Maryland","90,484","45,033","45,451","6,077","9,246","10,947","16,873","6,064","5,450",40.4,"3,014","71,730","12,066",0,"1,128","34,372",94196,30729,57613,150446,63997,98078,32102,107574,113119,52670,105672,54762,221.0,338500
24013,"Carroll County, Maryland","167,564","82,438","85,126","10,336","17,235","19,913","29,397","13,991","8,643",42.1,"4,907","151,466","5,128",237,"2,157","62,736",82955,60362,55829,165972,65130,83620,63676,93362,99698,46644,94797,42060,329.0,314100
24017,"Charles County, Maryland","152,864","73,011","79,853","10,396","18,597","21,866","26,026","10,951","6,813",37.6,"7,656","69,866","64,052","1,089","4,679","56,774",88797,52683,85391,110201,76928,89974,29227,89982,104273,50061,96278,55372,742.0,273800
24021,"Frederick County, Maryland","241,409","119,433","121,976","15,481","27,421","33,234","39,852","17,029","12,458",39.4,"19,419","183,799","20,172",456,"10,840","92,341",84308,88531,63526,86586,60340,90070,38892,87905,100531,44434,97231,48277,722.0,304000
24025,"Harford County, Maryland","249,215","122,340","126,875","14,178","30,162","31,140","40,740","19,034","14,350",40.2,"9,954","193,937","32,286",386,"6,750","97,369",77765,91938,66378,92711,88894,79485,35638,77432,98752,51616,91524,49761,512.0,269500
24027,"Howard County, Maryland","304,580","150,230","154,350","16,610","39,503","42,095","50,139","21,546","16,435",38.6,"19,153","171,944","55,789",623,"49,074","113,071",109476,108188,84041,112163,70234,121169,42778,107819,130056,70137,126163,68919,1235.0,425900
24031,"Montgomery County, Maryland","1,016,677","490,166","526,511","55,348","139,964","142,598","151,224","68,714","60,975",38.4,"185,950","475,076","173,059","1,388","144,755","382,254",98326,364743,67829,101831,66943,119596,45489,96796,114063,78510,114577,67022,1652.0,447300
24033,"Prince George's County, Maryland","890,081","428,195","461,886","68,928","134,195","122,299","130,242","55,809","51,105",35.9,"144,091","127,519","559,005","2,956","38,049","329,367",72052,306730,72788,75316,62392,79218,31907,64841,87421,59501,82748,50204,1176.0,247600
24037,"St. Mary's County, Maryland","109,633","55,688","53,945","7,299","13,552","13,595","18,129","8,239","4,919",36.7,"4,940","82,825","16,317",479,"3,137","42,823",78233,36083,33229,152240,68520,85535,47217,86633,95665,46479,94553,40688,403.0,290400
24045,"Wicomico County, Maryland","100,896","48,136","52,760","12,367","12,780","10,206","13,544","6,836","5,855",34.9,"5,163","66,017","24,572",148,"3,272","41,397",48897,37037,38406,49877,59512,50711,21250,51619,62946,36123,60400,27521,112.0,166000
24510,"Baltimore city, Maryland","622,104","292,760","329,344","52,537","112,475","73,837","83,493","38,252","37,321",34.6,"28,440","175,654","388,918","1,995","14,699","295,773",42266,244114,34568,45399,49364,63698,22892,52834,45781,27457,51303,30933,220.0,150000
25001,"Barnstable County, Massachusetts","214,990","101,704","113,286","10,848","18,098","20,395","31,456","18,357","18,205",51.5,"5,534","195,987","5,715","1,034","2,776","160,975",61026,94479,40313,54561,62016,61571,23915,69996,74903,44355,75076,35136,425.0,361300
25003,"Berkshire County, Massachusetts","129,585","62,503","67,082","8,640","13,170","14,132","19,437","10,340","9,836",45.6,"4,985","116,419","3,380",35,"1,695","68,248",52514,54963,18357,63827,46385,53462,24651,58866,60884,40634,66660,32022,99.0,199700
25005,"Bristol County, Massachusetts","552,780","268,698","284,082","39,390","65,562","72,193","85,480","38,828","32,144",40.2,"37,184","466,422","15,455",223,"10,898","230,272",53501,212609,36380,95011,24158,56782,29846,55445,72617,30820,70315,27327,653.0,267300
25009,"Essex County, Massachusetts","762,550","367,056","395,494","50,205","89,421","95,155","117,831","55,736","47,580",40.9,"137,475","564,396","22,913",272,"26,128","306,853",67522,286891,46066,74590,36986,73884,37182,72070,83125,39925,82132,35257,747.0,346600
25013,"Hampden County, Massachusetts","467,319","225,431","241,888","35,347","58,259","54,090","66,534","32,644","27,956",38.3,"105,628","307,009","37,279",830,"8,541","191,465",48845,175846,34281,39489,23438,58968,31266,50285,67272,31481,59239,26991,245.0,193600
25017,"Middlesex County, Massachusetts","1,552,802","757,753","795,049","104,607","234,350","208,238","231,732","108,472","84,777",38.7,"113,567","1,164,543","70,166","1,700","155,934","614,526",82425,584142,50724,97369,46082,86229,41942,91155,104015,46669,105671,49158,1558.0,404600
25021,"Norfolk County, Massachusetts","687,802","329,978","357,824","41,657","83,362","89,051","109,335","50,595","40,414",41.0,"26,306","539,793","41,732",131,"66,488","271,899",84317,259006,64760,90772,65430,86955,37264,97110,100693,48310,106544,44311,815.0,395000
25023,"Plymouth County, Massachusetts","501,915","244,338","257,577","28,748","52,710","62,345","80,748","37,476","32,904",42.5,"17,676","419,862","43,753",709,"6,261","201,129",76183,177399,59405,64531,62983,80078,29763,84711,90530,45594,91321,36717,925.0,329800
25025,"Suffolk County, Massachusetts","755,503","365,195","390,308","81,492","168,315","97,076","88,125","41,548","33,468",32.2,"160,796","353,943","148,450","1,808","62,475","315,406",54747,290581,39626,43060,35188,71902,24230,67287,59138,31056,60783,45435,38.0,365600
25027,"Worcester County, Massachusetts","809,106","399,665","409,441","55,721","98,519","104,637","127,610","59,125","47,174",39.8,"82,087","642,075","34,728","1,458","35,118","327,510",62483,300998,46954,105471,29901,66863,21988,70782,77511,36524,77379,33236,1164.0,248800
26045,"Eaton County, Michigan","108,348","53,796","54,552","6,355","13,586","11,898","16,323","8,227","7,967",41.0,"5,642","90,823","7,642",568,"1,760","46,919",53328,44259,30812,81968,58690,53754,20665,58618,63797,37919,64815,35093,97.0,134400
26049,"Genesee County, Michigan","415,376","200,114","215,262","28,065","47,333","50,816","60,461","30,969","25,630",39.7,"13,337","301,070","84,270","1,148","3,669","190,491",41249,163740,23799,75247,38245,47268,20756,39033,48583,39542,50853,27690,227.0,82800
26065,"Ingham County, Michigan","282,234","136,888","145,346","39,387","38,288","30,036","33,799","17,058","16,435",31.5,"21,539","202,397","28,358","1,253","15,089","121,257",44569,110512,32036,53533,30203,49460,18182,43401,58082,43217,60481,30776,280.0,118300
26077,"Kalamazoo County, Michigan","256,725","126,095","130,630","30,878","34,168","29,518","30,946","16,823","14,089",34.0,"11,519","202,284","27,063",140,"6,298","109,861",45854,100735,25090,72286,30187,50041,21960,51791,59364,41503,62830,28656,437.0,127700
26081,"Kent County, Michigan","621,700","305,343","316,357","45,136","92,219","76,989","84,180","42,467","31,687",34.9,"62,303","468,338","57,437","1,472","15,307","247,331",51992,230446,26724,52324,35155,57347,27460,55309,63457,35833,65067,31153,1137.0,134600
26099,"Macomb County, Michigan","854,769","415,795","438,974","54,957","103,349","112,166","130,916","64,675","50,680",41.1,"20,841","696,573","86,259","1,934","28,951","359,639",52851,335982,32112,66404,45408,55384,24693,57491,65585,37890,65243,32042,1499.0,117000
26121,"Muskegon County, Michigan","171,008","83,967","87,041","10,971","20,740","21,043","24,131","13,081","10,353",39.1,"8,845","131,730","22,463",836,"1,097","73,050",41630,65559,24119,41442,48440,45230,20392,46398,53459,30089,50854,24823,168.0,96200
26125,"Oakland County, Michigan","1,231,640","597,623","634,017","70,644","150,437","162,536","190,433","95,091","76,849",40.8,"45,756","905,836","170,422","2,181","77,359","530,457",67202,493007,49569,100209,55238,70708,27516,73780,80987,47016,86120,38602,2296.0,172200
26139,"Ottawa County, Michigan","272,701","134,175","138,526","25,205","31,635","32,280","36,121","17,195","14,319",34.7,"25,283","231,002","3,496",472,"8,095","103,408",57517,95068,16093,51182,37137,59540,25996,65144,71552,40473,67517,30177,809.0,150000
26161,"Washtenaw County, Michigan","354,240","174,523","179,717","45,664","49,768","42,307","45,093","21,134","20,573",33.6,"15,434","252,498","42,740",688,"28,654","148,451",59660,137728,31870,60785,37020,66904,22898,60640,82358,52480,89290,35962,394.0,207500
26163,"Wayne County, Michigan","1,775,273","853,333","921,940","131,015","220,241","224,904","249,546","127,074","104,738",38.0,"98,590","886,164","694,534","5,035","52,339","816,539",40487,664415,26117,66950,36466,54544,18963,41772,47721,33038,52170,25164,819.0,78100
27003,"Anoka County, Minnesota","339,534","170,292","169,242","19,201","44,886","47,519","54,815","23,142","20,514",37.8,"13,168","284,986","17,286","2,083","13,127","128,779",70800,124047,35057,65763,45555,73336,32178,80210,81261,41526,83213,40525,839.0,178200
27037,"Dakota County, Minnesota","408,509","201,339","207,170","23,685","55,559","54,974","63,575","27,204","24,008",37.4,"26,416","330,453","22,452",714,"19,616","161,856",73475,157195,51700,76649,40845,77256,37316,80121,90533,45951,87534,41971,1084.0,218800
27053,"Hennepin County, Minnesota","1,198,778","590,282","608,496","80,911","203,269","157,549","165,536","83,875","65,653",36.1,"81,734","844,575","141,162","6,258","79,772","517,619",64379,489690,30102,70888,46926,71595,26806,70417,79904,41119,84836,41071,1747.0,221100
27109,"Olmsted County, Minnesota","149,226","72,102","77,124","8,392","21,952","18,901","21,978","10,623","7,082",37.4,"6,768","122,605","8,037",132,"8,092","61,229",65665,58203,27561,89527,49552,65981,25426,79329,80052,42204,81884,36233,488.0,172400
27123,"Ramsey County, Minnesota","526,714","255,784","270,930","42,074","85,680","61,433","67,470","36,848","28,084",34.5,"38,300","341,857","57,069","3,227","67,839","217,954",56734,206353,31109,46815,32456,63184,24803,57854,73338,37955,73371,36041,177.0,187000
27145,"Stearns County, Minnesota","152,092","77,190","74,902","17,659","19,110","16,345","19,752","9,575","8,122",33.6,"4,569","136,443","4,506",433,"3,087","62,448",57763,57623,58209,50132,34035,59496,39467,69756,67875,36351,71991,32157,294.0,163900
27163,"Washington County, Minnesota","246,603","122,233","124,370","13,347","28,911","32,925","39,558","16,377","15,671",39.0,"9,214","208,728","8,507",591,"11,949","94,872",80748,90586,64770,82178,45392,82105,32098,88719,89772,49111,92455,44314,759.0,230800
28033,"DeSoto County, Mississippi","168,240","81,363","86,877","9,947","21,363","26,585","22,592","10,395","8,137",36.4,"8,191","114,874","40,968",69,"2,439","63,008",58959,59048,47395,56961,29797,64697,31865,65507,70441,36568,67176,31993,840.0,152400
28047,"Harrison County, Mississippi","196,500","97,607","98,893","15,719","28,770","24,454","25,758","13,173","9,923",35.3,"10,699","127,527","46,254",325,"6,187","88,512",42070,75258,27535,42385,32304,48148,38008,46464,44106,36520,48930,28582,729.0,141100
28049,"Hinds County, Mississippi","244,899","114,345","130,554","20,073","35,690","28,950","31,426","16,280","12,761",33.9,"3,821","65,337","172,184",111,"2,141","103,761",33719,89320,28817,30387,26363,52417,16783,34123,39243,32011,43626,21292,233.0,94200
28059,"Jackson County, Mississippi","140,450","68,069","72,381","9,847","17,334","17,545","20,011","10,227","7,390",37.0,"7,369","96,573","31,047",521,"3,348","60,685",47891,49263,33208,102612,66291,49551,40950,48522,49871,36612,57460,29427,284.0,117200
29019,"Boone County, Missouri","170,773","81,841","88,932","26,967","27,727","17,924","19,669","8,827","8,893",29.9,"5,459","137,345","11,325",362,"7,119","71,896",48953,67680,19173,56375,53969,50179,16817,49670,67830,43621,67798,27068,834.0,172900
29037,"Cass County, Missouri","100,641","48,220","52,421","5,545","11,523","12,822","14,579","6,688","6,223",38.7,"4,234","89,446","3,727",199,962,"40,243",64144,37378,61933,68706,45852,64138,45425,70384,73433,41025,70192,24493,204.0,157500
29047,"Clay County, Missouri","230,473","112,808","117,665","14,201","33,358","31,132","32,524","15,284","12,057",36.0,"14,613","191,195","12,657",594,"4,668","94,202",60541,87712,40642,68104,39789,62397,35268,62045,70452,43093,68856,39001,190.0,149800
29051,"Cole County, Missouri","76,699","37,593","39,106","5,344","10,268","9,073","11,641","5,311","4,707",37.2,"2,109","63,281","8,022",334,"1,006","32,545",50780,28441,31103,57768,39635,52418,11576,46618,62865,38375,61310,37399,195.0,139800
29077,"Greene County, Missouri","283,870","138,805","145,065","30,623","40,900","32,336","35,420","16,822","16,253",35.4,"9,485","251,416","8,471","1,354","4,760","127,656",37779,118068,28171,31012,33182,39013,18647,40459,49131,32224,50468,26523,625.0,123300
29095,"Jackson County, Missouri","679,996","328,989","351,007","45,844","102,087","85,354","93,342","44,569","39,987",36.5,"58,650","428,596","159,202","2,174","11,231","312,790",46768,274269,32213,42021,34249,54361,22056,51468,53202,35917,59100,30535,1354.0,123100
29165,"Platte County, Missouri","93,310","45,700","47,610","5,621","12,774","12,692","13,752","7,514","4,053",36.9,"5,194","77,246","6,363",316,"2,164","39,751",63438,37664,55500,46379,59537,65871,18635,60270,85379,46281,84871,39173,244.0,188200
29183,"St. Charles County, Missouri","373,495","183,471","190,024","22,938","49,684","50,220","55,915","25,579","20,781",37.7,"11,364","329,612","15,732",835,"8,324","145,078",70137,138788,60145,77071,49958,70498,38942,73913,90213,43808,83661,39252,1866.0,181600
29189,"St. Louis County, Missouri","1,001,444","474,101","527,343","61,849","126,163","117,983","143,736","72,275","65,350",40.3,"26,748","678,694","230,478","1,491","36,569","437,322",59290,401795,38294,79850,56584,67466,28645,59246,73626,44441,73929,36046,744.0,170800
29510,"St. Louis city, Missouri","318,416","154,551","163,865","26,721","61,220","40,002","41,902","21,308","18,423",34.7,"11,901","138,216","151,881",523,"9,272","175,129",34488,140536,23218,25641,37150,47551,18917,42133,34402,24536,41990,27143,50.0,108100
30111,"Yellowstone County, Montana","154,162","75,531","78,631","9,379","21,008","19,143","20,695","9,281","11,120",37.8,"7,908","134,762",618,"6,641","1,084","64,886",52610,61439,21456,61659,27319,55678,18081,55928,67237,39281,67639,28543,969.0,193200
31055,"Douglas County, Nebraska","537,256","264,222","273,034","36,550","86,992","69,579","69,282","32,280","29,207",34.0,"62,859","382,518","58,066","1,566","15,552","224,264",51728,209490,26479,49282,35498,59609,23102,55293,64417,40996,68100,31742,1654.0,144600
31109,"Lancaster County, Nebraska","297,036","148,611","148,425","32,680","43,616","35,388","35,973","17,105","16,846",32.9,"18,884","247,538","11,907","1,539","11,471","123,264",52019,117048,30694,39566,32458,55763,21708,55513,71780,42924,68592,32481,1003.0,154200
31153,"Sarpy County, Nebraska","169,331","84,631","84,700","10,956","24,821","23,612","23,708","10,163","7,122",33.8,"13,652","140,013","6,752",422,"3,675","64,537",65706,60375,51914,51431,59375,67702,33255,65012,81775,47530,77373,37326,978.0,159400
32003,"Clark County, Nevada","2,027,868","1,017,256","1,010,612","137,323","298,851","288,522","273,777","123,812","108,011",36.5,"608,101","930,585","210,819","7,815","184,839","854,128",51057,713577,34281,61407,42789,56584,30497,51967,57565,42171,58247,35298,7067.0,162300
32031,"Washoe County, Nevada","433,731","217,140","216,591","32,484","61,556","54,169","58,833","28,781","28,323",37.2,"100,960","280,594","9,256","5,318","22,659","185,321",53588,164597,44250,55269,40663,58139,25266,55143,62181,42140,65250,31840,1234.0,201700
33011,"Hillsborough County, New Hampshire","403,985","200,316","203,669","25,291","50,043","53,362","66,851","29,924","24,424",40.3,"23,449","348,536","7,394",302,"14,815","166,802",67574,155036,51239,72092,47348,69338,41601,73184,83132,42590,80983,37208,468.0,240800
33013,"Merrimack County, New Hampshire","146,849","72,515","74,334","9,705","16,318","17,937","23,721","12,697","9,793",42.6,"2,695","137,624","1,766",80,"2,426","63,326",65662,55085,72789,80584,83041,65110,30300,62470,80201,44821,81022,36062,193.0,217500
33015,"Rockingham County, New Hampshire","299,134","147,414","151,720","16,176","32,516","38,093","53,889","22,878","21,688",43.5,"7,399","279,712","1,534",451,"5,925","127,423",74782,117890,41429,66155,68566,76330,28789,84179,85950,46276,90275,42089,659.0,273800
34001,"Atlantic County, New Jersey","275,862","134,183","141,679","18,350","32,665","33,460","41,991","20,264","16,910",40.3,"50,086","157,370","38,942",394,"22,272","127,288",52127,101721,29283,34518,43437,62030,14745,52766,60844,39980,60615,32435,397.0,218600
34003,"Bergen County, New Jersey","925,328","447,917","477,411","51,185","107,910","127,182","145,938","69,173","53,567",41.5,"165,442","551,371","49,739","1,173","145,265","355,099",81670,338063,60736,92433,58000,88868,41182,85633,101603,50094,100242,45202,846.0,435100
34005,"Burlington County, New Jersey","450,838","221,867","228,971","28,954","53,720","57,852","72,621","32,925","26,417",41.2,"33,049","311,608","71,166",245,"20,972","177,010",77398,162245,66935,107333,75045,78923,51968,80302,94029,50619,90460,49275,447.0,244500
34007,"Camden County, New Jersey","512,854","248,176","264,678","33,666","69,740","65,685","75,072","37,457","27,806",38.3,"78,893","299,813","92,463",178,"28,102","205,780",58006,185774,36534,85671,35344,69798,17360,60519,74256,40172,73438,31181,285.0,189900
34009,"Cape May County, New Jersey","95,897","46,265","49,632","5,332","9,262","8,888","14,562","7,046","8,295",48.4,"6,699","82,436","4,183",66,"1,082","98,680",60560,38210,40724,106727,26470,61454,37095,71262,81259,41655,78756,32131,468.0,308200
34013,"Essex County, New Jersey","789,565","379,494","410,071","53,953","107,044","112,547","115,050","49,499","41,841",37.0,"171,323","252,098","306,638",960,"38,752","313,760",53610,277102,36875,110143,41709,86976,17021,51143,66630,37325,65415,31348,395.0,340800
34015,"Gloucester County, New Jersey","290,265","141,162","149,103","19,724","35,248","37,673","45,698","21,022","16,912",39.7,"15,787","231,693","29,297",44,"8,622","111,438",71355,103864,60823,107031,37578,73844,32510,76737,87790,44625,84723,41286,578.0,207900
34017,"Hudson County, New Jersey","660,282","328,509","331,773","47,623","138,968","102,555","85,523","37,913","29,584",34.6,"283,041","193,769","74,197",588,"95,674","274,540",56079,247490,40670,96482,40939,71201,50601,71400,54687,29532,59891,47173,130.0,325900
34021,"Mercer County, New Jersey","370,414","181,391","189,023","27,968","47,496","49,490","54,840","23,305","22,963",38.6,"60,106","194,191","71,681",130,"37,489","144,228",70857,131623,39586,109969,53623,83489,36891,71401,85017,47276,90633,41109,191.0,275200
34023,"Middlesex County, New Jersey","828,919","408,016","420,903","57,144","115,503","116,459","121,198","53,424","47,163",37.8,"161,677","383,589","77,375",930,"189,258","298,129",76848,283211,60263,106646,52354,76770,26579,85006,90004,45870,91153,40045,852.0,312900
34025,"Monmouth County, New Jersey","629,672","306,533","323,139","36,439","65,899","78,324","106,348","49,283","39,641",42.6,"64,803","478,036","42,230",388,"33,876","259,791",83749,232158,42685,141966,46221,90600,60097,84028,102431,54847,104285,44284,1121.0,380600
34027,"Morris County, New Jersey","499,397","244,610","254,787","27,342","53,590","66,275","84,303","38,408","27,729",42.0,"62,027","364,621","14,309",201,"46,741","190,770",100176,178951,81051,121362,65367,101240,61083,106294,118150,62060,120268,57030,716.0,414000
34029,"Ocean County, New Jersey","583,414","279,263","304,151","32,077","62,864","62,192","77,030","37,247","36,126",43.0,"51,320","496,375","16,553",575,"11,457","279,034",60227,217698,35220,83597,49778,60858,22896,70301,80973,39743,75328,30899,1959.0,257700
34031,"Passaic County, New Jersey","505,672","246,355","259,317","37,006","66,981","66,322","71,973","33,604","25,900",36.3,"196,632","220,029","57,601",439,"26,978","176,171",58898,161331,35482,92376,40681,80601,34531,55085,72697,43276,67796,34334,256.0,331900
34033,"Salem County, New Jersey","65,166","31,508","33,658","3,654","8,278","7,443","9,695","4,780","4,572",40.8,"5,022","49,336","9,269",37,384,"27,546",61943,24280,33031,92237,39777,66711,12867,56669,87870,40841,72602,40935,38.0,184900
34035,"Somerset County, New Jersey","330,585","161,954","168,631","16,805","35,378","46,544","56,911","23,794","20,320",41.1,"46,094","196,862","28,491",561,"52,323","125,062",97219,112974,57020,151431,75829,100387,29492,104405,112418,57545,117370,49576,589.0,400900
34037,"Sussex County, New Jersey","145,992","72,834","73,158","8,765","14,447","18,080","26,245","11,976","10,136",43.0,"10,218","128,227","2,622",0,"2,971","62,150",88407,54765,35453,102459,73550,90117,31245,97134,97578,47973,99198,45927,165.0,267900
34039,"Union County, New Jersey","548,256","267,857","280,399","34,934","71,093","76,933","83,351","39,534","26,634",38.2,"160,808","231,551","109,727",888,"26,236","200,769",64593,186951,47290,115846,47523,87444,35391,61408,83523,41791,79855,36432,418.0,346300
34041,"Warren County, New Jersey","107,379","51,724","55,655","6,771","10,795","13,734","18,388","8,368","6,304",42.5,"8,477","90,315","4,409",13,"2,964","45,161",67208,41870,34472,71875,42242,70252,32153,72331,86659,45574,81755,45458,206.0,255400
35001,"Bernalillo County, New Mexico","674,221","330,951","343,270","49,638","100,228","84,233","89,354","44,808","39,697",36.4,"328,771","272,750","18,043","24,050","15,437","286,121",48257,258707,40169,63823,39013,56913,24196,51126,57059,38439,59737,31203,524.0,185000
35043,"Sandoval County, New Mexico","136,575","67,308","69,267","7,406","16,393","17,695","19,067","9,034","9,376",39.5,"50,451","62,576","2,336","16,677","1,775","53,485",55825,47593,59764,56962,53242,60186,24401,57630,70493,37941,66281,35250,818.0,176700
36001,"Albany County, New York","306,945","148,717","158,228","31,237","40,644","34,146","43,288","21,482","19,241",37.6,"16,983","228,633","35,653",356,"17,449","137,598",55778,123251,27308,51351,32289,63060,24840,60177,76410,39066,84632,37006,341.0,206800
36005,"Bronx County, New York","1,418,733","669,665","749,068","122,527","212,981","182,371","189,211","77,242","67,564",33.3,"774,778","146,628","418,584","3,332","50,909","516,474",33009,481143,35095,44462,28484,59297,28517,37002,36412,22087,37357,21551,3.0,369400
36013,"Chautauqua County, New York","133,080","65,892","67,188","10,363","14,341","14,469","18,854","9,183","9,862",41.3,"9,004","117,613","3,535",532,857,"66,496",40413,54551,23750,31045,27247,41964,14582,45708,48071,31372,50644,25433,101.0,85700
36027,"Dutchess County, New York","296,916","146,960","149,956","23,302","31,138","36,895","48,593","21,606","18,685",41.6,"33,464","217,566","27,583",210,"10,569","118,648",70056,107752,53096,86512,41543,76963,25815,75478,85896,48184,89678,38293,334.0,274000
36029,"Erie County, New York","919,866","444,893","474,973","68,517","120,535","103,960","132,885","70,870","55,136",40.4,"45,356","706,366","120,264","3,895","27,114","419,328",51245,381927,24872,62993,27440,56912,30617,57165,62959,33776,66071,30358,813.0,127600
36045,"Jefferson County, New York","119,504","63,273","56,231","12,963","20,252","13,219","14,289","7,497","4,670",31.4,"8,385","98,813","4,905",123,989,"58,148",46683,42466,42894,34706,41564,47445,30696,48572,60032,37668,56441,29094,114.0,143800
36055,"Monroe County, New York","749,606","362,229","387,377","57,627","99,881","86,768","107,365","51,342","46,158",38.5,"59,251","536,865","109,004","1,448","26,576","320,960",51665,298314,28012,49653,26047,58701,19183,55091,65549,36329,66632,31227,648.0,139900
